epd,posnum,complexity,move,top,score,depth,pv
nqnbrkbr/pppppppp/8/8/8/8/PPPPPPPP/NQNBRKBR w HEhe -,30,1927,c2c3,2,6,25,c2c3 a8b6 d1c2 f7f6 a1b3 c7c6 f2f3
nqnbrkbr/pppppppp/8/8/8/8/PPPPPPPP/NQNBRKBR w HEhe -,30,1927,a1b3,3,6,25,a1b3 f7f6 c2c3 c7c6 f2f3 a8b6 g1f2
nqnbrkbr/pppppppp/8/8/8/8/PPPPPPPP/NQNBRKBR w HEhe -,30,1927,f2f3,4,6,25,f2f3 f7f6 a1b3 a8b6 c2c3 c7c6 g1f2
nqnbrkbr/pppppppp/8/8/8/8/PPPPPPPP/NQNBRKBR w HEhe -,30,1927,h2h3,5,0,25,h2h3 c7c6
nqnrkbbr/pppppppp/8/8/8/8/PPPPPPPP/NQNRKBBR w HDhd -,31,1220,d2d4,1,32,26,d2d4
nqnrkbbr/pppppppp/8/8/8/8/PPPPPPPP/NQNRKBBR w HDhd -,31,1220,a1b3,2,26,26,a1b3 f7f6 e2e4 e7e5 f2f3 a8b6 d2d4
nqnrkbbr/pppppppp/8/8/8/8/PPPPPPPP/NQNRKBBR w HDhd -,31,1220,f2f3,3,26,26,f2f3 e7e5 e2e4 f7f6 d2d4 a8b6 a1b3
nqnrkbbr/pppppppp/8/8/8/8/PPPPPPPP/NQNRKBBR w HDhd -,31,1220,e2e4,4,22,26,e2e4 f7f6 f2f3 e7e5 d2d4 e5d4 g1d4
nqnrkbbr/pppppppp/8/8/8/8/PPPPPPPP/NQNRKBBR w HDhd -,31,1220,c2c3,5,19,26,c2c3 e7e5 e2e4 f7f6 f2f3 a8b6 g1f2
nqnrkrbb/pppppppp/8/8/8/8/PPPPPPPP/NQNRKRBB w FDfd -,32,721,e2e4,1,35,25,e2e4
nqnrkrbb/pppppppp/8/8/8/8/PPPPPPPP/NQNRKRBB w FDfd -,32,721,g2g3,2,18,25,g2g3 f7f5 f2f4 g7g6 g1f2 c7c6 e1f1
nqnrkrbb/pppppppp/8/8/8/8/PPPPPPPP/NQNRKRBB w FDfd -,32,721,f2f4,3,18,25,f2f4 f7f5 g2g3 g7g6 g1f2 c7c6 e1f1
nqnrkrbb/pppppppp/8/8/8/8/PPPPPPPP/NQNRKRBB w FDfd -,32,721,d2d4,4,16,25,d2d4 c7c6 g2g3 f7f5 c1d3 b8d6 c2c3
nqnrkrbb/pppppppp/8/8/8/8/PPPPPPPP/NQNRKRBB w FDfd -,32,721,c2c3,5,15,25,c2c3 c7c6 g2g3 f7f5 d2d4 b8d6 c1d3
bbnnqrkr/pppppppp/8/8/8/8/PPPPPPPP/BBNNQRKR w HFhf -,33,1658,h2h4,1,51,23,h2h4 h7h5 d2d4 d7d5 c2c4 d5c4 b2b3
bbnnqrkr/pppppppp/8/8/8/8/PPPPPPPP/BBNNQRKR w HFhf -,33,1658,b2b4,4,47,23,b2b4 h7h5 h2h4 d7d5 e2e4 d5e4 c2c4
bbnnqrkr/pppppppp/8/8/8/8/PPPPPPPP/BBNNQRKR w HFhf -,33,1658,c2c4,2,46,23,c2c4 c7c5 f2f4 b7b6 h2h4 h7h5 b2b4
bbnnqrkr/pppppppp/8/8/8/8/PPPPPPPP/BBNNQRKR w HFhf -,33,1658,d2d4,3,43,23,d2d4 f7f5
bbnnqrkr/pppppppp/8/8/8/8/PPPPPPPP/BBNNQRKR w HFhf -,33,1658,f2f4,5,42,23,f2f4 h7h5 h2h4 c7c5 b2b3 b7b6 c2c4
bnnbqrkr/pppppppp/8/8/8/8/PPPPPPPP/BNNBQRKR w HFhf -,34,1214,c2c4,1,36,25,c2c4 h7h5 h2h4 c7c5 e2e4 e7e6 h1h3
bnnbqrkr/pppppppp/8/8/8/8/PPPPPPPP/BNNBQRKR w HFhf -,34,1214,e2e4,2,35,25,e2e4 h7h5 h2h4 c7c5 c2c4 e7e6 h1h3
bnnbqrkr/pppppppp/8/8/8/8/PPPPPPPP/BNNBQRKR w HFhf -,34,1214,h2h4,3,35,25,h2h4 h7h5 c2c4 c7c5 e2e4 e7e6 h1h3
bnnbqrkr/pppppppp/8/8/8/8/PPPPPPPP/BNNBQRKR w HFhf -,34,1214,b2b4,4,29,25,b2b4 h7h5 h2h4 b7b5 d2d3 e7e5 e2e4
bnnbqrkr/pppppppp/8/8/8/8/PPPPPPPP/BNNBQRKR w HFhf -,34,1214,d2d3,5,29,25,d2d3 h7h5 h2h4 b7b5 e2e4 e7e5 b2b4
bnnqrbkr/pppppppp/8/8/8/8/PPPPPPPP/BNNQRBKR w HEhe -,35,2439,d2d4,1,17,26,d2d4 d7d5 h2h4 h7h5 b1d2 c8d6 e2e3
bnnqrbkr/pppppppp/8/8/8/8/PPPPPPPP/BNNQRBKR w HEhe -,35,2439,h2h4,2,11,26,h2h4 e7e5 e2e4 h7h5 c2c4 b7b6 g2g3
bnnqrbkr/pppppppp/8/8/8/8/PPPPPPPP/BNNQRBKR w HEhe -,35,2439,e2e4,3,10,26,e2e4 e7e5 h2h4 h7h5 c2c4 b7b6 b1c3
bnnqrbkr/pppppppp/8/8/8/8/PPPPPPPP/BNNQRBKR w HEhe -,35,2439,c2c4,4,10,26,c2c4 e7e5 h2h4 h7h5 e2e4 b7b6 b1c3
bnnqrbkr/pppppppp/8/8/8/8/PPPPPPPP/BNNQRBKR w HEhe -,35,2439,b2b3,5,8,26,b2b3 e7e5 c2c4 h7h5 h2h4 b7b6 e2e4
bnnqrkrb/pppppppp/8/8/8/8/PPPPPPPP/BNNQRKRB w GEge -,36,1507,g2g3,1,19,25,g2g3 g7g6 d2d4 d7d5 b2b3 f8g8 f1g1
bnnqrkrb/pppppppp/8/8/8/8/PPPPPPPP/BNNQRKRB w GEge -,36,1507,d2d4,2,19,25,d2d4 g7g6 g2g3 d7d5 b2b3 f8g8 f1g1
bnnqrkrb/pppppppp/8/8/8/8/PPPPPPPP/BNNQRKRB w GEge -,36,1507,b2b3,3,13,25,b2b3 b7b6 f1g1 f8g8 e2e4 e7e5 c2c4
bnnqrkrb/pppppppp/8/8/8/8/PPPPPPPP/BNNQRKRB w GEge -,36,1507,b2b4,4,13,25,b2b4
bnnqrkrb/pppppppp/8/8/8/8/PPPPPPPP/BNNQRKRB w GEge -,36,1507,c2c4,5,10,25,c2c4 b7b6 f1g1 g7g6 d2d4 f8g8 b2b3
nbbnqrkr/pppppppp/8/8/8/8/PPPPPPPP/NBBNQRKR w HFhf -,37,211,f2f4,1,33,23,f2f4 f7f5 f1f2 d7d5 g1h1 f8f7 d2d3
nbbnqrkr/pppppppp/8/8/8/8/PPPPPPPP/NBBNQRKR w HFhf -,37,211,e2e4,2,32,23,e2e4 e7e5 h2h4 h7h5 c2c3 c7c6 d2d4
nbbnqrkr/pppppppp/8/8/8/8/PPPPPPPP/NBBNQRKR w HFhf -,37,211,a1b3,3,25,23,a1b3 f7f5 f2f4 c7c6 d2d3 f8f7 f1f2
nbbnqrkr/pppppppp/8/8/8/8/PPPPPPPP/NBBNQRKR w HFhf -,37,211,d2d4,4,24,23,d2d4 f7f5 c2c4 c7c6 f2f4 a8b6 d1e3
nbbnqrkr/pppppppp/8/8/8/8/PPPPPPPP/NBBNQRKR w HFhf -,37,211,c2c4,5,15,23,c2c4 c7c6 d2d4 d7d5 c4d5 c6d5 h2h4
nnbbqrkr/pppppppp/8/8/8/8/PPPPPPPP/NNBBQRKR w HFhf -,38,140,e2e4,1,39,23,e2e4 e7e5
nnbbqrkr/pppppppp/8/8/8/8/PPPPPPPP/NNBBQRKR w HFhf -,38,140,d2d3,2,34,23,d2d3 e7e5 f2f4 e5f4 c2c4 b8c6 f1f4
nnbbqrkr/pppppppp/8/8/8/8/PPPPPPPP/NNBBQRKR w HFhf -,38,140,f2f4,3,30,23,f2f4 c7c6 a1b3 f7f5 d2d4 d7d5 b3c5
nnbbqrkr/pppppppp/8/8/8/8/PPPPPPPP/NNBBQRKR w HFhf -,38,140,a1b3,4,29,23,a1b3 d7d6 e2e4 c7c5 d2d4 c5d4 b3d4
nnbbqrkr/pppppppp/8/8/8/8/PPPPPPPP/NNBBQRKR w HFhf -,38,140,h2h4,5,21,23,h2h4 h7h5 e2e4 a8b6 a1b3 e7e5 f2f4
nnbqrbkr/pppppppp/8/8/8/8/PPPPPPPP/NNBQRBKR w HEhe -,39,600,c2c4,1,25,24,c2c4 e7e5 b1c3 d7d6 a1c2 f8e7 g2g3
nnbqrbkr/pppppppp/8/8/8/8/PPPPPPPP/NNBQRBKR w HEhe -,39,600,d2d4,2,14,24,d2d4 d7d5 b1c3 a8b6 a1b3 b8c6 e2e4
nnbqrbkr/pppppppp/8/8/8/8/PPPPPPPP/NNBQRBKR w HEhe -,39,600,e2e4,3,7,24,e2e4 e7e5 c2c4 c7c5 a1c2 d7d6 h2h4
nnbqrbkr/pppppppp/8/8/8/8/PPPPPPPP/NNBQRBKR w HEhe -,39,600,b1c3,5,5,24,b1c3 e7e5 e2e4 d7d6 d2d4 e5d4 d1d4
nnbqrbkr/pppppppp/8/8/8/8/PPPPPPPP/NNBQRBKR w HEhe -,39,600,a1b3,4,1,24,a1b3 e7e5 e2e4 c7c5 c2c3 a8b6 d2d4
nnbqrkrb/pppppppp/8/8/8/8/PPPPPPPP/NNBQRKRB w GEge -,40,905,d2d4,1,25,25,d2d4 a8b6 e2e4 g7g6 f1g1 d7d6 g2g3
nnbqrkrb/pppppppp/8/8/8/8/PPPPPPPP/NNBQRKRB w GEge -,40,905,c2c4,2,22,25,c2c4 e7e5 f1g1 d7d6 g2g3 f8g8 h1g2
nnbqrkrb/pppppppp/8/8/8/8/PPPPPPPP/NNBQRKRB w GEge -,40,905,e2e4,3,17,25,e2e4 f8g8 f1g1 e7e5 a1b3 d7d6 d2d4
nnbqrkrb/pppppppp/8/8/8/8/PPPPPPPP/NNBQRKRB w GEge -,40,905,g2g3,4,13,25,g2g3 d7d5 d2d4 f8g8 a1b3 a8b6 b1c3
nnbqrkrb/pppppppp/8/8/8/8/PPPPPPPP/NNBQRKRB w GEge -,40,905,a1b3,5,7,25,a1b3 e7e5 f1g1 d7d5 e2e4 d5e4 e1e4
nbnqbrkr/pppppppp/8/8/8/8/PPPPPPPP/NBNQBRKR w HFhf -,41,0,c2c4,1,33,25,c2c4 c7c5 a1b3 a8b6 b3c5 b6c4 c1b3
nbnqbrkr/pppppppp/8/8/8/8/PPPPPPPP/NBNQBRKR w HFhf -,41,0,d2d4,2,30,25,d2d4 d7d5 f2f3 h7h5 h2h4 c7c6 e1f2
nbnqbrkr/pppppppp/8/8/8/8/PPPPPPPP/NBNQBRKR w HFhf -,41,0,c2c3,4,29,25,c2c3 c7c5
nbnqbrkr/pppppppp/8/8/8/8/PPPPPPPP/NBNQBRKR w HFhf -,41,0,h2h4,3,27,25,h2h4 c7c5 c2c4 h7h5 a1b3 a8b6 b3c5
nbnqbrkr/pppppppp/8/8/8/8/PPPPPPPP/NBNQBRKR w HFhf -,41,0,a1b3,5,15,25,a1b3 d7d5 d2d4 h7h5 c1d3 h5h4 f2f3
nnqbbrkr/pppppppp/8/8/8/8/PPPPPPPP/NNQBBRKR w HFhf -,42,131,b2b4,3,20,25,b2b4 d7d5
nnqbbrkr/pppppppp/8/8/8/8/PPPPPPPP/NNQBBRKR w HFhf -,42,131,c2c4,4,19,25,c2c4 c7c5 h2h4 h7h5 b1c3 b8c6 a1c2
nnqbbrkr/pppppppp/8/8/8/8/PPPPPPPP/NNQBBRKR w HFhf -,42,131,d2d3,1,18,25,d2d3 c7c5 c2c4 d7d6 h2h4 h7h5 f2f4
nnqbbrkr/pppppppp/8/8/8/8/PPPPPPPP/NNQBBRKR w HFhf -,42,131,h2h4,5,18,25,h2h4 h7h5 c2c4 c7c5 b1c3 b8c6 f2f4
nnqbbrkr/pppppppp/8/8/8/8/PPPPPPPP/NNQBBRKR w HFhf -,42,131,d2d4,2,16,25,d2d4 d7d6 h2h4 h7h5 c2c4 c7c5 d4d5
nnqrbbkr/pppppppp/8/8/8/8/PPPPPPPP/NNQRBBKR w HDhd -,43,695,d2d4,1,32,24,d2d4 d7d5 a1b3 e7e6 b1d2 f8e7 e2e4
nnqrbbkr/pppppppp/8/8/8/8/PPPPPPPP/NNQRBBKR w HDhd -,43,695,c2c4,2,25,24,c2c4 c7c5 b1c3 h7h5 a1c2 b8c6 e2e3
nnqrbbkr/pppppppp/8/8/8/8/PPPPPPPP/NNQRBBKR w HDhd -,43,695,a1b3,3,22,24,a1b3 e7e5
nnqrbbkr/pppppppp/8/8/8/8/PPPPPPPP/NNQRBBKR w HDhd -,43,695,h2h4,4,21,24,h2h4 c7c5 c2c4 h7h5 b1c3 a8b6 e2e4
nnqrbbkr/pppppppp/8/8/8/8/PPPPPPPP/NNQRBBKR w HDhd -,43,695,e2e4,5,10,24,e2e4 e7e6 d2d4 d7d5 b1c3 d5e4 c3e4
nnqrbkrb/pppppppp/8/8/8/8/PPPPPPPP/NNQRBKRB w GDgd -,44,461,c2c4,1,19,24,c2c4 c7c5 a1b3 d7d6 d2d4 c5d4 b3d4
nnqrbkrb/pppppppp/8/8/8/8/PPPPPPPP/NNQRBKRB w GDgd -,44,461,d2d4,2,17,24,d2d4 d7d5 a1b3 a8b6 f1g1 f8g8 g2g3
nnqrbkrb/pppppppp/8/8/8/8/PPPPPPPP/NNQRBKRB w GDgd -,44,461,a1b3,3,14,24,a1b3 c7c5 c2c4 d7d6 d2d4 c5d4 b3d4
nnqrbkrb/pppppppp/8/8/8/8/PPPPPPPP/NNQRBKRB w GDgd -,44,461,f1g1,4,14,24,f1g1
nnqrbkrb/pppppppp/8/8/8/8/PPPPPPPP/NNQRBKRB w GDgd -,44,461,g2g3,5,7,24,g2g3 c7c5 c2c4 d7d6 d2d3 e8c6 e2e4
nbnqrkbr/pppppppp/8/8/8/8/PPPPPPPP/NBNQRKBR w HEhe -,45,711,c2c4,1,22,27,c2c4 c7c6 f2f3 f7f6 c4c5 d7d5 d2d4
nbnqrkbr/pppppppp/8/8/8/8/PPPPPPPP/NBNQRKBR w HEhe -,45,711,c2c3,2,14,27,c2c3 f7f6 f2f3 g8f7 g1f2 c7c6 e2e4
nbnqrkbr/pppppppp/8/8/8/8/PPPPPPPP/NBNQRKBR w HEhe -,45,711,f2f3,3,13,27,f2f3 f7f6 c2c3 g8f7 g1f2 c7c6 a1b3
nbnqrkbr/pppppppp/8/8/8/8/PPPPPPPP/NBNQRKBR w HEhe -,45,711,e2e4,4,13,27,e2e4 f7f6 f2f3 c7c6 g1f2 g8f7 a1b3
nbnqrkbr/pppppppp/8/8/8/8/PPPPPPPP/NBNQRKBR w HEhe -,45,711,d2d4,5,11,27,d2d4 f7f6 f2f3 g8f7 g1f2 c7c6 f1h1
nnqbrkbr/pppppppp/8/8/8/8/PPPPPPPP/NNQBRKBR w HEhe -,46,1160,e2e4,1,39,23,e2e4 e7e5 d2d3 f7f5 d1h5 g8f7 h5f7
nnqbrkbr/pppppppp/8/8/8/8/PPPPPPPP/NNQBRKBR w HEhe -,46,1160,c2c4,2,27,23,c2c4 c7c5 f2f4 f7f5 g1f2 g8f7 f1h1
nnqbrkbr/pppppppp/8/8/8/8/PPPPPPPP/NNQBRKBR w HEhe -,46,1160,d2d4,3,25,23,d2d4 f7f5 c2c4 g8f7 f2f3 d7d6 g1f2
nnqbrkbr/pppppppp/8/8/8/8/PPPPPPPP/NNQBRKBR w HEhe -,46,1160,f2f4,4,20,23,f2f4 f7f5 g1a7 c7c5 a7b8 c8b8 f1h1
nnqbrkbr/pppppppp/8/8/8/8/PPPPPPPP/NNQBRKBR w HEhe -,46,1160,a1b3,5,20,23,a1b3 f7f5 f2f4 a8b6 g1f2 g8f7 f1h1
nnqrkbbr/pppppppp/8/8/8/8/PPPPPPPP/NNQRKBBR w HDhd -,47,385,e2e4,1,35,23,e2e4 c7c5 c2c4 f7f6 f2f4 e7e5 b1c3
nnqrkbbr/pppppppp/8/8/8/8/PPPPPPPP/NNQRKBBR w HDhd -,47,385,c2c4,2,30,23,c2c4 e7e5 a1b3 f7f6 e2e4 c7c5 f2f4
nnqrkbbr/pppppppp/8/8/8/8/PPPPPPPP/NNQRKBBR w HDhd -,47,385,d2d4,3,24,23,d2d4
nnqrkbbr/pppppppp/8/8/8/8/PPPPPPPP/NNQRKBBR w HDhd -,47,385,f2f4,4,23,23,f2f4 a8b6 e2e4 d7d5 g1b6 a7b6 e4d5
nnqrkbbr/pppppppp/8/8/8/8/PPPPPPPP/NNQRKBBR w HDhd -,47,385,a1b3,5,22,23,a1b3 d7d5 f2f3 a8b6 d2d4 h7h6 b1c3
nnqrkrbb/pppppppp/8/8/8/8/PPPPPPPP/NNQRKRBB w FDfd -,48,46,g2g3,1,23,24,g2g3 f7f5 f2f4 a8b6 d2d3 c7c5 g1f2
nnqrkrbb/pppppppp/8/8/8/8/PPPPPPPP/NNQRKRBB w FDfd -,48,46,f2f4,2,21,24,f2f4 f7f5 g1a7 g8a2 c2c4 b7b6 a7b8
nnqrkrbb/pppppppp/8/8/8/8/PPPPPPPP/NNQRKRBB w FDfd -,48,46,c2c4,3,14,24,c2c4 f7f5 f2f4 g7g6 g2g3 a8b6 c4c5
nnqrkrbb/pppppppp/8/8/8/8/PPPPPPPP/NNQRKRBB w FDfd -,48,46,a1b3,4,10,24,a1b3 f7f5 f2f4 a8b6 d2d3 g8f7 c2c4
nnqrkrbb/pppppppp/8/8/8/8/PPPPPPPP/NNQRKRBB w FDfd -,48,46,d2d3,5,7,24,d2d3 f7f5
bbnnrqkr/pppppppp/8/8/8/8/PPPPPPPP/BBNNRQKR w HEhe -,49,1594,h2h4,1,27,23,h2h4
bbnnrqkr/pppppppp/8/8/8/8/PPPPPPPP/BBNNRQKR w HEhe -,49,1594,e2e4,2,25,23,e2e4 e7e5 f2f4 c7c5 f4f5 f8d6 f1e2
bbnnrqkr/pppppppp/8/8/8/8/PPPPPPPP/BBNNRQKR w HEhe -,49,1594,f2f4,3,21,23,f2f4 c7c5 b2b3 b7b6 c2c4 e7e5 a1e5
bbnnrqkr/pppppppp/8/8/8/8/PPPPPPPP/BBNNRQKR w HEhe -,49,1594,d2d4,4,19,23,d2d4 c7c5 e2e3 h7h5 h2h4 b7b6 c2c4
bbnnrqkr/pppppppp/8/8/8/8/PPPPPPPP/BBNNRQKR w HEhe -,49,1594,b2b3,5,10,23,b2b3 e7e5 f2f4 e5f4 f1f4 f8d6 c1d3
bnnbrqkr/pppppppp/8/8/8/8/PPPPPPPP/BNNBRQKR w HEhe -,50,1300,h2h4,1,39,25,h2h4
bnnbrqkr/pppppppp/8/8/8/8/PPPPPPPP/BNNBRQKR w HEhe -,50,1300,b2b3,2,32,25,b2b3 b7b6 h2h4 h7h5 d2d4 d7d5 c2c4
bnnbrqkr/pppppppp/8/8/8/8/PPPPPPPP/BNNBRQKR w HEhe -,50,1300,d2d4,3,29,25,d2d4 c7c5 d4c5 e7e5 b2b4 b7b6 c1b3
bnnbrqkr/pppppppp/8/8/8/8/PPPPPPPP/BNNBRQKR w HEhe -,50,1300,c2c4,4,26,25,c2c4 e7e5 h2h4 h7h5 b1c3 b7b6 b2b3
bnnbrqkr/pppppppp/8/8/8/8/PPPPPPPP/BNNBRQKR w HEhe -,50,1300,e2e4,5,21,25,e2e4 c7c5 h2h4 h7h5 b2b3 b8c6 c1d3
bnnrqbkr/pppppppp/8/8/8/8/PPPPPPPP/BNNRQBKR w HDhd -,51,748,c2c4,1,39,25,c2c4 e7e6 d2d4 d7d5 c4c5 b7b6 b2b4
bnnrqbkr/pppppppp/8/8/8/8/PPPPPPPP/BNNRQBKR w HDhd -,51,748,e2e4,2,32,25,e2e4 e7e5
bnnrqbkr/pppppppp/8/8/8/8/PPPPPPPP/BNNRQBKR w HDhd -,51,748,h2h4,3,19,25,h2h4 d7d5 d2d4 h7h5 b2b3 b7b6 b1d2
bnnrqbkr/pppppppp/8/8/8/8/PPPPPPPP/BNNRQBKR w HDhd -,51,748,d2d4,4,18,25,d2d4 d7d5 b2b3 h7h5 h2h4 b7b6 c2c4
bnnrqbkr/pppppppp/8/8/8/8/PPPPPPPP/BNNRQBKR w HDhd -,51,748,b2b3,5,17,25,b2b3 d7d5 d2d4 h7h5 h2h4 b7b6 b1d2
bnnrqkrb/pppppppp/8/8/8/8/PPPPPPPP/BNNRQKRB w GDgd -,52,634,c2c4,1,27,24,c2c4 b7b6 d2d4 d7d5 g2g3 f8g8 f1g1
bnnrqkrb/pppppppp/8/8/8/8/PPPPPPPP/BNNRQKRB w GDgd -,52,634,g2g3,2,23,24,g2g3 d7d5 b2b4 e7e5 c2c4 b7b6 f1g1
bnnrqkrb/pppppppp/8/8/8/8/PPPPPPPP/BNNRQKRB w GDgd -,52,634,f1g1,3,18,24,f1g1 d7d5
bnnrqkrb/pppppppp/8/8/8/8/PPPPPPPP/BNNRQKRB w GDgd -,52,634,b2b3,4,17,24,b2b3 d7d5 g2g4 b7b6 f2f4 e7e6 e1h4
bnnrqkrb/pppppppp/8/8/8/8/PPPPPPPP/BNNRQKRB w GDgd -,52,634,e2e4,5,7,24,e2e4 g7g6 d2d4 d7d6 b2b3 b7b5 f1g1
nbbnrqkr/pppppppp/8/8/8/8/PPPPPPPP/NBBNRQKR w HEhe -,53,196,e2e4,1,38,23,e2e4 e7e5 a1b3 a8b6 d2d4 e5d4 b3d4
nbbnrqkr/pppppppp/8/8/8/8/PPPPPPPP/NBBNRQKR w HEhe -,53,196,f2f4,2,34,23,f2f4
nbbnrqkr/pppppppp/8/8/8/8/PPPPPPPP/NBBNRQKR w HEhe -,53,196,c2c3,3,30,23,c2c3 f7f5 f2f4 f8f7 d2d4 a8b6 d1f2
nbbnrqkr/pppppppp/8/8/8/8/PPPPPPPP/NBBNRQKR w HEhe -,53,196,a1b3,4,19,23,a1b3 f7f5 f2f4 c7c6 d2d4 a8b6 c2c3
nbbnrqkr/pppppppp/8/8/8/8/PPPPPPPP/NBBNRQKR w HEhe -,53,196,d2d4,5,17,23,d2d4 d7d5 c2c4 d5c4 e2e4 b7b5 b2b3
nnbbrqkr/pppppppp/8/8/8/8/PPPPPPPP/NNBBRQKR w HEhe -,54,334,e2e4,1,28,23,e2e4 e7e5 a1b3 c7c6 d2d4 e5d4 b3d4
nnbbrqkr/pppppppp/8/8/8/8/PPPPPPPP/NNBBRQKR w HEhe -,54,334,a1b3,2,28,23,a1b3 e7e5 e2e4 c7c6 d2d4 e5d4 b3d4
nnbbrqkr/pppppppp/8/8/8/8/PPPPPPPP/NNBBRQKR w HEhe -,54,334,d2d4,3,25,23,d2d4 d7d5 e2e4 d5e4 e1e4 b8c6 a1b3
nnbbrqkr/pppppppp/8/8/8/8/PPPPPPPP/NNBBRQKR w HEhe -,54,334,c2c4,4,17,23,c2c4 e7e5
nnbbrqkr/pppppppp/8/8/8/8/PPPPPPPP/NNBBRQKR w HEhe -,54,334,h2h4,5,14,23,h2h4 e7e5 e2e4 c7c6 a1b3 d7d5 b1c3
nnbrqbkr/pppppppp/8/8/8/8/PPPPPPPP/NNBRQBKR w HDhd -,55,874,e2e4,1,33,24,e2e4
nnbrqbkr/pppppppp/8/8/8/8/PPPPPPPP/NNBRQBKR w HDhd -,55,874,d2d4,2,28,24,d2d4 d7d5 e2e4 d5e4 e1e4 c7c5 d4d5
nnbrqbkr/pppppppp/8/8/8/8/PPPPPPPP/NNBRQBKR w HDhd -,55,874,c2c4,3,25,24,c2c4 e7e6 d2d4 d7d5 e2e4 d5c4 f1c4
nnbrqbkr/pppppppp/8/8/8/8/PPPPPPPP/NNBRQBKR w HDhd -,55,874,a1b3,4,19,24,a1b3 d7d5 e2e4 d5e4 e1e4 e7e5 b1c3
nnbrqbkr/pppppppp/8/8/8/8/PPPPPPPP/NNBRQBKR w HDhd -,55,874,h2h4,5,14,24,h2h4 c7c5 e2e4 e7e5 c2c3 b8c6 a1c2
nnbrqkrb/pppppppp/8/8/8/8/PPPPPPPP/NNBRQKRB w GDgd -,56,487,c2c4,1,43,24,c2c4
nnbrqkrb/pppppppp/8/8/8/8/PPPPPPPP/NNBRQKRB w GDgd -,56,487,f1g1,2,31,24,f1g1 d7d6 d2d4 a8b6 a1b3 e7e5 d4e5
nnbrqkrb/pppppppp/8/8/8/8/PPPPPPPP/NNBRQKRB w GDgd -,56,487,d2d4,3,30,24,d2d4 a8b6 f1g1 d7d6 a1b3 e7e5 d4e5
nnbrqkrb/pppppppp/8/8/8/8/PPPPPPPP/NNBRQKRB w GDgd -,56,487,g2g4,4,27,24,g2g4 d7d5 d2d4 a8b6 a1b3 b8c6 e2e4
nnbrqkrb/pppppppp/8/8/8/8/PPPPPPPP/NNBRQKRB w GDgd -,56,487,a1b3,5,27,24,a1b3 d7d5 d2d4 f8g8 g2g4 a8b6 b1c3
nbnrbqkr/pppppppp/8/8/8/8/PPPPPPPP/NBNRBQKR w HDhd -,57,705,c2c4,1,46,24,c2c4 c8b6 e2e4 c7c5 a1c2 b6a4 c1d3
nbnrbqkr/pppppppp/8/8/8/8/PPPPPPPP/NBNRBQKR w HDhd -,57,705,d2d4,2,42,24,d2d4 d7d5 c1d3 c8d6 a1b3 c7c6 f2f3
nbnrbqkr/pppppppp/8/8/8/8/PPPPPPPP/NBNRBQKR w HDhd -,57,705,a1b3,3,42,24,a1b3 d7d5 d2d4 c8d6 c1d3 c7c6 f2f3
nbnrbqkr/pppppppp/8/8/8/8/PPPPPPPP/NBNRBQKR w HDhd -,57,705,e2e4,4,29,24,e2e4 c7c5 h2h4 h7h5 a1b3 e7e5 c2c4
nbnrbqkr/pppppppp/8/8/8/8/PPPPPPPP/NBNRBQKR w HDhd -,57,705,c2c3,5,22,24,c2c3 d7d5 d2d4 c8d6 c1d3 a8b6 f2f3
nnrbbqkr/pppppppp/8/8/8/8/PPPPPPPP/NNRBBQKR w HChc -,58,140,d2d4,1,28,25,d2d4 e7e6 a1b3 d7d6 c2c4 c7c5 e2e4
nnrbbqkr/pppppppp/8/8/8/8/PPPPPPPP/NNRBBQKR w HChc -,58,140,c2c4,2,26,25,c2c4 c7c5 f2f4 b8c6 b1c3 f7f5 a1b3
nnrbbqkr/pppppppp/8/8/8/8/PPPPPPPP/NNRBBQKR w HChc -,58,140,h2h4,3,24,25,h2h4 c7c5 c2c4 h7h5 b1c3 d7d6 f2f4
nnrbbqkr/pppppppp/8/8/8/8/PPPPPPPP/NNRBBQKR w HChc -,58,140,e2e3,4,19,25,e2e3 c7c5 c2c4 e7e6 a1b3 a8b6 f1e2
nnrbbqkr/pppppppp/8/8/8/8/PPPPPPPP/NNRBBQKR w HChc -,58,140,d2d3,5,18,25,d2d3 c7c5 c2c4 e7e6 f2f4 f8e7 f1f3
nnrqbbkr/pppppppp/8/8/8/8/PPPPPPPP/NNRQBBKR w HChc -,59,105,d2d4,1,34,24,d2d4 d7d5 a1b3 h7h5 h2h4 b8c6 e2e4
nnrqbbkr/pppppppp/8/8/8/8/PPPPPPPP/NNRQBBKR w HChc -,59,105,a1b3,2,19,24,a1b3 c7c5 c2c4 e7e5 h2h4 h7h5 g2g3
nnrqbbkr/pppppppp/8/8/8/8/PPPPPPPP/NNRQBBKR w HChc -,59,105,c2c4,3,17,24,c2c4 c7c5
nnrqbbkr/pppppppp/8/8/8/8/PPPPPPPP/NNRQBBKR w HChc -,59,105,h2h4,4,14,24,h2h4 c7c5 c2c4 h7h5 e2e3 e7e6 d2d4
nnrqbbkr/pppppppp/8/8/8/8/PPPPPPPP/NNRQBBKR w HChc -,59,105,e2e4,5,12,24,e2e4 c7c5 c2c4 e7e5 h2h4 d7d6 d2d3
