uid,event,site,date,round,wplayer,bplayer,result,welo,belo,variant,start_fen,epd,ply,player,turn,complexity,gmove,gscore,emove,escore,cploss,wpc_value,bpc_value,tpc_value,wp_cnt,bp_cnt,emt_sec,clk_sec
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w KQkq -,0,"Abdusattorov, Nodirbek",white,930,e2e4,20,g1h3,29,9,32,32,64,8,8,34,5366
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbqknr/pppppppp/8/8/4P3/8/PPPP1PPP/BRNBQKNR b KQkq -,1,"Ding, Liren",black,512,b7b5,-27,g8h6,-18,9,32,32,64,8,8,258,5142
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbqknr/p1pppppp/8/1p6/4P3/8/PPPP1PPP/BRNBQKNR w KQkq -,2,"Abdusattorov, Nodirbek",white,794,b2b4,28,b2b4,28,0,32,32,64,8,8,152,5214
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbqknr/p1pppppp/8/1p6/1P2P3/8/P1PP1PPP/BRNBQKNR b KQkq -,3,"Ding, Liren",black,979,g8f6,-67,g8h6,-13,54,32,32,64,8,8,125,5017
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbqk1r/p1pppppp/5n2/1p6/1P2P3/8/P1PP1PPP/BRNBQKNR w KQkq -,4,"Abdusattorov, Nodirbek",white,270,d2d3,82,d2d3,82,0,32,32,64,8,8,131,5083
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbqk1r/p1pppppp/5n2/1p6/1P2P3/3P4/P1P2PPP/BRNBQKNR b KQkq -,5,"Ding, Liren",black,395,e7e5,-91,f8h8,-74,17,32,32,64,8,8,576,4441
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbqk1r/p1pp1ppp/5n2/1p2p3/1P2P3/3P4/P1P2PPP/BRNBQKNR w KQkq -,6,"Abdusattorov, Nodirbek",white,177,g1h3,67,f2f4,96,29,32,32,64,8,8,11,5072
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbqk1r/p1pp1ppp/5n2/1p2p3/1P2P3/3P3N/P1P2PPP/BRNBQK1R b KQkq -,7,"Ding, Liren",black,1125,d7d5,-66,d7d6,-66,0,32,32,64,8,8,393,4048
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbqk1r/p1p2ppp/5n2/1p1pp3/1P2P3/3P3N/P1P2PPP/BRNBQK1R w KQkq -,8,"Abdusattorov, Nodirbek",white,497,e4d5,65,f2f4,65,0,32,32,64,8,8,173,4899
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbqk1r/p1p2ppp/5n2/1p1Pp3/1P6/3P3N/P1P2PPP/BRNBQK1R b KQkq -,9,"Ding, Liren",black,1407,f6d5,-76,f6d5,-76,0,32,32,64,8,7,184,3864
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbqk1r/p1p2ppp/8/1p1np3/1P6/3P3N/P1P2PPP/BRNBQK1R w KQkq -,10,"Abdusattorov, Nodirbek",white,1225,e1e5,66,e1e5,66,0,32,32,64,7,7,151,4748
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbqk1r/p1p2ppp/8/1p1nQ3/1P6/3P3N/P1P2PPP/BRNB1K1R b KQkq -,11,"Ding, Liren",black,0,e8e5,-74,e8e5,-74,0,32,32,64,7,6,10,3854
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnb1k1r/p1p2ppp/8/1p1nq3/1P6/3P3N/P1P2PPP/BRNB1K1R w KQkq -,12,"Abdusattorov, Nodirbek",white,0,a1e5,85,a1e5,85,0,22,32,54,7,6,5,4743
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnb1k1r/p1p2ppp/8/1p1nB3/1P6/3P3N/P1P2PPP/1RNB1K1R b KQkq -,13,"Ding, Liren",black,0,f8h8,-73,f8h8,-73,0,22,22,44,7,6,35,3819
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnb1rk1/p1p2ppp/8/1p1nB3/1P6/3P3N/P1P2PPP/1RNB1K1R w KQ -,14,"Abdusattorov, Nodirbek",white,1431,d1f3,82,a2a3,82,0,22,22,44,7,6,115,4628
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnb1rk1/p1p2ppp/8/1p1nB3/1P6/3P1B1N/P1P2PPP/1RN2K1R b KQ -,15,"Ding, Liren",black,515,f8e8,-70,f8e8,-70,0,22,22,44,7,6,65,3754
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbr1k1/p1p2ppp/8/1p1nB3/1P6/3P1B1N/P1P2PPP/1RN2K1R w KQ -,16,"Abdusattorov, Nodirbek",white,126,e5d4,78,e5d4,78,0,22,22,44,7,6,319,4309
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brnbr1k1/p1p2ppp/8/1p1n4/1P1B4/3P1B1N/P1P2PPP/1RN2K1R b KQ -,17,"Ding, Liren",black,1889,d8e7,-84,d5e7,-82,2,22,22,44,7,6,365,3389
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brn1r1k1/p1p1bppp/8/1p1n4/1P1B4/3P1B1N/P1P2PPP/1RN2K1R w KQ -,18,"Abdusattorov, Nodirbek",white,496,f3d5,78,f3d5,78,0,22,22,44,7,6,696,3613
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,brn1r1k1/p1p1bppp/8/1p1B4/1P1B4/3P3N/P1P2PPP/1RN2K1R b KQ -,19,"Ding, Liren",black,0,a8d5,-76,a8d5,-76,0,22,19,41,7,6,9,3380
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,1rn1r1k1/p1p1bppp/8/1p1b4/1P1B4/3P3N/P1P2PPP/1RN2K1R w KQ -,20,"Abdusattorov, Nodirbek",white,46,h3f4,72,h3f4,72,0,19,19,38,7,6,6,3607
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,1rn1r1k1/p1p1bppp/8/1p1b4/1P1B1N2/3P4/P1P2PPP/1RN2K1R b KQ -,21,"Ding, Liren",black,1601,d5c6,-76,d5c6,-76,0,19,19,38,7,6,184,3196
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,1rn1r1k1/p1p1bppp/2b5/1p6/1P1B1N2/3P4/P1P2PPP/1RN2K1R w KQ -,22,"Abdusattorov, Nodirbek",white,1051,d4c5,88,d4c5,88,0,19,19,38,7,6,575,3032
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,1rn1r1k1/p1p1bppp/2b5/1pB5/1P3N2/3P4/P1P2PPP/1RN2K1R b KQ -,23,"Ding, Liren",black,59,e7g5,-89,e7c5,-80,9,19,19,38,7,6,135,3061
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,1rn1r1k1/p1p2ppp/2b5/1pB3b1/1P3N2/3P4/P1P2PPP/1RN2K1R w KQ -,24,"Abdusattorov, Nodirbek",white,1398,c1e2,98,c1e2,98,0,19,19,38,7,6,133,2899
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,1rn1r1k1/p1p2ppp/2b5/1pB3b1/1P3N2/3P4/P1P1NPPP/1R3K1R b KQ -,25,"Ding, Liren",black,1092,c8b6,-93,a7a5,-77,16,19,19,38,7,6,275,2786
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,1r2r1k1/p1p2ppp/1nb5/1pB3b1/1P3N2/3P4/P1P1NPPP/1R3K1R w KQ -,26,"Abdusattorov, Nodirbek",white,1346,h2h4,93,a2a3,97,4,19,19,38,7,6,507,2392
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,1r2r1k1/p1p2ppp/1nb5/1pB3b1/1P3N1P/3P4/P1P1NPP1/1R3K1R b KQ -,27,"Ding, Liren",black,46,g5f4,-98,g5f6,-89,9,19,19,38,7,6,61,2725
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,1r2r1k1/p1p2ppp/1nb5/1pB5/1P3b1P/3P4/P1P1NPP1/1R3K1R w KQ -,28,"Abdusattorov, Nodirbek",white,0,e2f4,97,e2f4,97,0,16,19,35,7,6,0,2392
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,1r2r1k1/p1p2ppp/1nb5/1pB5/1P3N1P/3P4/P1P2PP1/1R3K1R b KQ -,29,"Ding, Liren",black,902,b8a8,-101,b8a8,-101,0,16,16,32,7,6,7,2718
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,r3r1k1/p1p2ppp/1nb5/1pB5/1P3N1P/3P4/P1P2PP1/1R3K1R w KQ -,30,"Abdusattorov, Nodirbek",white,1900,h1h3,114,h1h3,114,0,16,16,32,7,6,71,2321
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,r3r1k1/p1p2ppp/1nb5/1pB5/1P3N1P/3P3R/P1P2PP1/1R3K2 b Q -,31,"Ding, Liren",black,950,b6d5,-91,b6d5,-91,0,16,16,32,7,6,85,2633
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,r3r1k1/p1p2ppp/2b5/1pBn4/1P3N1P/3P3R/P1P2PP1/1R3K2 w Q -,32,"Abdusattorov, Nodirbek",white,0,f4d5,99,f4d5,99,0,16,16,32,7,6,214,2107
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,r3r1k1/p1p2ppp/2b5/1pBN4/1P5P/3P3R/P1P2PP1/1R3K2 b Q -,33,"Ding, Liren",black,0,c6d5,-115,c6d5,-115,0,16,13,29,7,6,3,2630
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,r3r1k1/p1p2ppp/8/1pBb4/1P5P/3P3R/P1P2PP1/1R3K2 w Q -,34,"Abdusattorov, Nodirbek",white,776,a2a3,94,a2a3,94,0,13,13,26,7,6,90,2017
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,r3r1k1/p1p2ppp/8/1pBb4/1P5P/P2P3R/2P2PP1/1R3K2 b Q -,35,"Ding, Liren",black,46,a7a5,-95,f7f6,-93,2,13,13,26,7,6,36,2594
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,r3r1k1/2p2ppp/8/ppBb4/1P5P/P2P3R/2P2PP1/1R3K2 w Q -,36,"Abdusattorov, Nodirbek",white,1121,b4a5,84,h3e3,90,6,13,13,26,7,6,20,1997
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,r3r1k1/2p2ppp/8/PpBb4/7P/P2P3R/2P2PP1/1R3K2 b Q -,37,"Ding, Liren",black,0,a8a5,-91,a8a5,-91,0,13,13,26,7,5,3,2591
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,4r1k1/2p2ppp/8/rpBb4/7P/P2P3R/2P2PP1/1R3K2 w Q -,38,"Abdusattorov, Nodirbek",white,46,h3e3,103,h3e3,103,0,13,13,26,6,5,27,1970
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,4r1k1/2p2ppp/8/rpBb4/7P/P2PR3/2P2PP1/1R3K2 b Q -,39,"Ding, Liren",black,537,e8c8,-116,e8e3,-98,18,13,13,26,6,5,214,2377
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,2r3k1/2p2ppp/8/rpBb4/7P/P2PR3/2P2PP1/1R3K2 w Q -,40,"Abdusattorov, Nodirbek",white,795,h4h5,92,e3e7,125,33,13,13,26,6,5,264,1706
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,2r3k1/2p2ppp/8/rpBb3P/8/P2PR3/2P2PP1/1R3K2 b Q -,41,"Ding, Liren",black,59,h7h6,-103,h7h6,-103,0,13,13,26,6,5,23,2354
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,2r3k1/2p2pp1/7p/rpBb3P/8/P2PR3/2P2PP1/1R3K2 w Q -,42,"Abdusattorov, Nodirbek",white,137,f2f3,99,f2f3,99,0,13,13,26,6,5,141,1565
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,2r3k1/2p2pp1/7p/rpBb3P/8/P2PRP2/2P3P1/1R3K2 b Q -,43,"Ding, Liren",black,862,c7c6,-100,c7c6,-100,0,13,13,26,6,5,25,2329
Abdusattorov_ Nodirbek-Ding_ Liren-Freestyle_Chess_G.O.A.T._Challenge-2024.02.11-round_1.1-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.11,1.1,"Abdusattorov, Nodirbek","Ding, Liren",1-0,2744,2762,Standard,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1,2r3k1/5pp1/2p4p/rpBb3P/8/P2PRP2/2P3P1/1R3K2 w Q -,44,"Abdusattorov, Nodirbek",white,817,f1f2,104,b1e1,114,10,13,13,26,6,5,11,1554
