uid,event,site,date,round,wplayer,bplayer,result,welo,belo,variant,start_fen,epd,ply,player,turn,complexity,gmove,gscore,emove,escore,cploss,wpc_value,bpc_value,tpc_value,wp_cnt,bp_cnt,emt_sec,clk_sec
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rqnkrnbb/pppppppp/8/8/4P3/8/PPPP1PPP/RQNKRNBB b KQkq -,1,"Firouzja, Alireza",black,165,e7e5,-31,g7g6,-31,0,32,32,64,8,8,76,5324
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rqnkrnbb/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RQNKRNBB w KQkq -,2,"Carlsen, Magnus",white,1335,g2g3,29,f1e3,29,0,32,32,64,8,8,61,5336
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rqnkrnbb/pppp1ppp/8/4p3/4P3/6P1/PPPP1P1P/RQNKRNBB b KQkq -,3,"Firouzja, Alireza",black,1523,c7c6,-24,c7c6,-24,0,32,32,64,8,8,99,5225
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rqnkrnbb/pp1p1ppp/2p5/4p3/4P3/6P1/PPPP1P1P/RQNKRNBB w KQkq -,4,"Carlsen, Magnus",white,120,c2c3,36,c2c3,36,0,32,32,64,8,8,391,4945
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rqnkrnbb/pp1p1ppp/2p5/4p3/4P3/2P3P1/PP1P1P1P/RQNKRNBB b KQkq -,5,"Firouzja, Alireza",black,0,g7g6,-28,b8c7,-23,5,32,32,64,8,8,85,5140
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rqnkrnbb/pp1p1p1p/2p3p1/4p3/4P3/2P3P1/PP1P1P1P/RQNKRNBB w KQkq -,6,"Carlsen, Magnus",white,2459,f1e3,41,f1e3,41,0,32,32,64,8,8,265,4680
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rqnkrnbb/pp1p1p1p/2p3p1/4p3/4P3/2P1N1P1/PP1P1P1P/RQNKR1BB b KQkq -,7,"Firouzja, Alireza",black,943,f8e6,-31,c8e7,-28,3,32,32,64,8,8,77,5063
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rqnkr1bb/pp1p1p1p/2p1n1p1/4p3/4P3/2P1N1P1/PP1P1P1P/RQNKR1BB w KQkq -,8,"Carlsen, Magnus",white,982,c1e2,35,c1e2,35,0,32,32,64,8,8,187,4493
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rqnkr1bb/pp1p1p1p/2p1n1p1/4p3/4P3/2P1N1P1/PP1PNP1P/RQ1KR1BB b KQkq -,9,"Firouzja, Alireza",black,2699,c8e7,-39,a7a5,-27,12,32,32,64,8,8,607,4456
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rq1kr1bb/pp1pnp1p/2p1n1p1/4p3/4P3/2P1N1P1/PP1PNP1P/RQ1KR1BB w KQkq -,10,"Carlsen, Magnus",white,369,e1f1,29,e1f1,29,0,32,32,64,8,8,344,4149
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rq1kr1bb/pp1pnp1p/2p1n1p1/4p3/4P3/2P1N1P1/PP1PNP1P/RQ1K1RBB b Qkq -,11,"Firouzja, Alireza",black,1100,e8f8,-36,d7d5,-30,6,32,32,64,8,8,259,4197
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rq1k1rbb/pp1pnp1p/2p1n1p1/4p3/4P3/2P1N1P1/PP1PNP1P/RQ1K1RBB w Qq -,12,"Carlsen, Magnus",white,0,f2f4,28,f2f4,28,0,32,32,64,8,8,379,3770
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rq1k1rbb/pp1pnp1p/2p1n1p1/4p3/4PP2/2P1N1P1/PP1PN2P/RQ1K1RBB b Qq -,13,"Firouzja, Alireza",black,686,f7f5,-27,f7f5,-27,0,32,32,64,8,8,666,3531
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rq1k1rbb/pp1pn2p/2p1n1p1/4pp2/4PP2/2P1N1P1/PP1PN2P/RQ1K1RBB w Qq -,14,"Carlsen, Magnus",white,289,f4e5,34,f4e5,34,0,32,32,64,8,8,14,3756
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rq1k1rbb/pp1pn2p/2p1n1p1/4Pp2/4P3/2P1N1P1/PP1PN2P/RQ1K1RBB b Qq -,15,"Firouzja, Alireza",black,81,f5e4,-53,b8e5,-38,15,32,32,64,8,7,26,3505
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rq1k1rbb/pp1pn2p/2p1n1p1/4P3/4p3/2P1N1P1/PP1PN2P/RQ1K1RBB w Qq -,16,"Carlsen, Magnus",white,0,f1f8,54,f1f8,54,0,32,32,64,7,7,4,3752
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rq1k1Rbb/pp1pn2p/2p1n1p1/4P3/4p3/2P1N1P1/PP1PN2P/RQ1K2BB b Qq -,17,"Firouzja, Alireza",black,0,e6f8,-45,e6f8,-45,0,32,27,59,7,7,7,3498
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rq1k1nbb/pp1pn2p/2p3p1/4P3/4p3/2P1N1P1/PP1PN2P/RQ1K2BB w Qq -,18,"Carlsen, Magnus",white,0,b1e4,41,b1e4,41,0,27,27,54,7,7,34,3718
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,rq1k1nbb/pp1pn2p/2p3p1/4P3/4Q3/2P1N1P1/PP1PN2P/R2K2BB b Qq -,19,"Firouzja, Alireza",black,241,b8e5,-59,b8e5,-59,0,27,27,54,7,6,330,3168
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,r2k1nbb/pp1pn2p/2p3p1/4q3/4Q3/2P1N1P1/PP1PN2P/R2K2BB w Qq -,20,"Carlsen, Magnus",white,876,e4b4,7,e4a4,57,50,27,27,54,6,6,19,3699
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,r2k1nbb/pp1pn2p/2p3p1/4q3/1Q6/2P1N1P1/PP1PN2P/R2K2BB b Qq -,21,"Firouzja, Alireza",black,439,b7b6,-85,a7a5,-18,67,27,27,54,6,6,674,2494
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,r2k1nbb/p2pn2p/1pp3p1/4q3/1Q6/2P1N1P1/PP1PN2P/R2K2BB w Qq -,22,"Carlsen, Magnus",white,614,d2d4,83,d2d4,83,0,27,27,54,6,6,423,3276
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,r2k1nbb/p2pn2p/1pp3p1/4q3/1Q1P4/2P1N1P1/PP2N2P/R2K2BB b Qq -,23,"Firouzja, Alireza",black,1178,e5a5,-103,e5g5,-89,14,27,27,54,6,6,194,2300
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,r2k1nbb/p2pn2p/1pp3p1/q7/1Q1P4/2P1N1P1/PP2N2P/R2K2BB w Qq -,24,"Carlsen, Magnus",white,0,b4a5,87,b4a5,87,0,27,27,54,6,6,55,3221
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,r2k1nbb/p2pn2p/1pp3p1/Q7/3P4/2P1N1P1/PP2N2P/R2K2BB b Qq -,25,"Firouzja, Alireza",black,0,b6a5,-76,b6a5,-76,0,27,17,44,6,6,1,2299
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,r2k1nbb/p2pn2p/2p3p1/p7/3P4/2P1N1P1/PP2N2P/R2K2BB w Qq -,26,"Carlsen, Magnus",white,374,d4d5,83,d4d5,83,0,17,17,34,6,6,21,3200
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,r2k1nbb/p2pn2p/2p3p1/p2P4/8/2P1N1P1/PP2N2P/R2K2BB b Qq -,27,"Firouzja, Alireza",black,1611,c6d5,-70,c6d5,-70,0,17,17,34,6,6,268,2031
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,r2k1nbb/p2pn2p/6p1/p2p4/8/2P1N1P1/PP2N2P/R2K2BB w Qq -,28,"Carlsen, Magnus",white,0,d1a1,90,d1a1,90,0,17,17,34,5,6,57,3143
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,r2k1nbb/p2pn2p/6p1/p2p4/8/2P1N1P1/PP2N2P/2KR2BB b q -,29,"Firouzja, Alireza",black,59,a8c8,-139,d8a8,-88,51,17,17,34,5,6,93,1938
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2rk1nbb/p2pn2p/6p1/p2p4/8/2P1N1P1/PP2N2P/2KR2BB w - -,30,"Carlsen, Magnus",white,105,e3d5,154,e3d5,154,0,17,17,34,5,6,82,3061
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2rk1nbb/p2pn2p/6p1/p2N4/8/2P3P1/PP2N2P/2KR2BB b - -,31,"Firouzja, Alireza",black,59,e7c6,-152,e7c6,-152,0,17,17,34,5,5,7,1931
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2rk1nbb/p2p3p/2n3p1/p2N4/8/2P3P1/PP2N2P/2KR2BB w - -,32,"Carlsen, Magnus",white,952,g1e3,157,g1e3,157,0,17,17,34,5,5,425,2636
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2rk1nbb/p2p3p/2n3p1/p2N4/8/2P1B1P1/PP2N2P/2KR3B b - -,33,"Firouzja, Alireza",black,700,f8e6,-156,f8e6,-156,0,17,17,34,5,5,69,1862
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2rk2bb/p2p3p/2n1n1p1/p2N4/8/2P1B1P1/PP2N2P/2KR3B w - -,34,"Carlsen, Magnus",white,1605,h1g2,133,e2f4,153,20,17,17,34,5,5,104,2532
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2rk2bb/p2p3p/2n1n1p1/p2N4/8/2P1B1P1/PP2N1BP/2KR4 b - -,35,"Firouzja, Alireza",black,793,d8e8,-144,h8g7,-133,11,17,17,34,5,5,101,1761
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2r1k1bb/p2p3p/2n1n1p1/p2N4/8/2P1B1P1/PP2N1BP/2KR4 w - -,36,"Carlsen, Magnus",white,1901,a2a3,139,a2a4,150,11,17,17,34,5,5,166,2366
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2r1k1bb/p2p3p/2n1n1p1/p2N4/8/P1P1B1P1/1P2N1BP/2KR4 b - -,37,"Firouzja, Alireza",black,2526,g8f7,-148,e6c7,-128,20,17,17,34,5,5,360,1401
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2r1k2b/p2p1b1p/2n1n1p1/p2N4/8/P1P1B1P1/1P2N1BP/2KR4 w - -,38,"Carlsen, Magnus",white,981,e2f4,150,e2f4,150,0,17,17,34,5,5,217,2149
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2r1k2b/p2p1b1p/2n1n1p1/p2N4/5N2/P1P1B1P1/1P4BP/2KR4 b - -,39,"Firouzja, Alireza",black,966,g6g5,-176,e6f4,-157,19,17,17,34,5,5,65,1336
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2r1k2b/p2p1b1p/2n1n3/p2N2p1/5N2/P1P1B1P1/1P4BP/2KR4 w - -,40,"Carlsen, Magnus",white,35,f4h3,176,f4h3,176,0,17,17,34,5,5,95,2054
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2r1k2b/p2p1b1p/2n1n3/p2N2p1/8/P1P1B1PN/1P4BP/2KR4 b - -,41,"Firouzja, Alireza",black,1505,h7h6,-197,h7h6,-197,0,17,17,34,5,5,395,941
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2r1k2b/p2p1b2/2n1n2p/p2N2p1/8/P1P1B1PN/1P4BP/2KR4 w - -,42,"Carlsen, Magnus",white,0,h3f2,209,h3f2,209,0,17,17,34,5,5,7,2047
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2r1k2b/p2p1b2/2n1n2p/p2N2p1/8/P1P1B1P1/1P3NBP/2KR4 b - -,43,"Firouzja, Alireza",black,200,d7d6,-203,e8d8,-200,3,17,17,34,5,5,62,879
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2r1k2b/p4b2/2npn2p/p2N2p1/8/P1P1B1P1/1P3NBP/2KR4 w - -,44,"Carlsen, Magnus",white,1154,f2e4,224,f2e4,224,0,17,17,34,5,5,281,1766
Carlsen_ Magnus-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.12-round_2.4-1-0,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.12,2.4,"Carlsen, Magnus","Firouzja, Alireza",1-0,2830,2760,Standard,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w EAea - 0 1,2r1k2b/p4b2/2npn2p/p2N2p1/4N3/P1P1B1P1/1P4BP/2KR4 b - -,45,"Firouzja, Alireza",black,0,h8e5,-221,h8e5,-221,0,17,17,34,5,5,8,871
